spectral_flatness_mean,spectral_flatness_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,root_mean_square_mean,root_mean_square_var,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,mfcc14_var,mfcc15_var,mfcc16_var,mfcc17_var,mfcc18_varn,mfcc19_var,mfcc20_var,genres
0.004498349502682686,3.038814611500129e-05,0.35008811950683594,0.08875656872987747,1784.1658495387549,129774.06452515078,2002.4490601176958,85882.76131549837,3805.8396058403423,901505.4255328419,0.08304482066898686,0.0007669456545940504,1.2966036796569824,0.00018850718333851546,[117.45383523],-113.57064819335938,121.57179260253906,-19.168142318725586,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704889297485352,15.34315013885498,-12.274109840393066,10.976572036743164,-8.326573371887207,8.803791999816895,-3.672300100326538,5.747994899749756,-5.162881851196289,0.7527398467063904,-1.6902146339416504,-0.40897896885871887,-2.3035225868225098,1.221290111541748,2564.20751953125,295.913818359375,235.57443237304688,151.10690307617188,167.93479919433594,89.18083953857422,67.66049194335938,68.93257904052734,82.2042007446289,63.38631057739258,61.773094177246094,51.24412536621094,41.21741485595703,40.55447769165039,49.775428771972656,52.4209098815918,36.524070739746094,41.597103118896484,55.062923431396484,46.936031341552734,blues
0.0022976724430918694,2.3538446839665994e-05,0.3409135639667511,0.09498025476932526,1530.1766787460795,375850.07364868623,2039.0365160924302,213843.75549673432,3550.5220984084976,2977893.3881386598,0.05603980870552978,0.001447521491359064,0.8125104308128357,0.00018938991706818342,[117.45383523],-207.50169372558594,123.99126434326172,8.955126762390137,35.87765121459961,2.9073197841644287,21.510467529296875,-8.560436248779297,23.370685577392578,-10.099660873413086,11.900497436523438,-5.555638790130615,5.376327037811279,-2.231760025024414,4.22014045715332,-6.012148380279541,0.9279974102973938,-0.7311248183250427,0.2950730621814728,-0.2835182249546051,0.5312157869338989,7764.55517578125,560.2599487304688,572.810791015625,264.5061340332031,279.93292236328125,156.4770965576172,200.84918212890625,142.5559539794922,166.1085205078125,104.35861206054688,105.17362976074219,96.19721221923828,64.91429138183594,73.15254211425781,52.422142028808594,55.35640335083008,60.31452941894531,48.1205940246582,51.1061897277832,45.78628158569336,blues
0.0026309359818696976,1.1190395525773056e-05,0.36363720893859863,0.08527519553899765,1552.8118647610036,156467.64336831577,1747.7023116676025,76254.19225682171,3042.2602323810906,784034.4607039173,0.07629120746326373,0.0010068290788351824,1.7166156768798828,0.0012623550137504935,[117.45383523],-90.72259521484375,140.44630432128906,-29.093889236450195,31.68433380126953,-13.984503746032715,25.764741897583008,-13.664875030517578,11.639933586120605,-11.783641815185547,9.71876049041748,-13.133803367614746,5.791199207305908,-8.907628059387207,-1.0770000219345093,-9.229273796081543,2.4516894817352295,-7.729093551635742,-1.8164069652557373,-3.439720392227173,-2.2312588691711426,3319.044921875,508.76507568359375,411.7812194824219,144.09034729003906,155.49375915527344,74.54838562011719,106.98182678222656,106.57487487792969,65.44794464111328,67.90885925292969,57.78142547607422,64.48020935058594,60.38515090942383,57.71113586425781,36.580989837646484,40.5987663269043,47.639427185058594,52.38214111328125,46.63966369628906,30.57301902770996,blues
0.0009540272294543684,2.660915697560995e-06,0.4047847092151642,0.09399903565645218,1070.1066149971293,184355.94241695467,1596.412872177028,166441.49476892216,2184.7457991951856,1493194.3602957157,0.03330886262567672,0.00042275898709484,0.8693428039550781,5.789413989987224e-06,[117.45383523],-199.54420471191406,150.0908966064453,5.662678241729736,26.859079360961914,1.7713990211486816,14.234030723571777,-4.832006454467773,9.286495208740234,-0.7591865062713623,8.137606620788574,-3.200653076171875,6.079319000244141,-2.4801738262176514,-1.079304575920105,-2.87078857421875,0.7808733582496643,-3.319596529006958,0.636965274810791,-0.619121253490448,-3.4074490070343018,5507.51708984375,456.50537109375,257.1611633300781,158.26731872558594,268.0343933105469,126.79412078857422,155.91207885742188,81.27374267578125,92.11408996582031,71.31407928466797,110.23668670654297,48.25199508666992,56.799400329589844,62.28990173339844,51.65159225463867,44.42775344848633,50.2066764831543,37.319129943847656,37.259735107421875,31.949342727661133,blues
0.0032377862371504307,1.8977709260070696e-05,0.30852603912353516,0.0878409817814827,1835.004265512071,343399.9392740414,1748.1721158264975,88445.20903590076,3579.757626703886,1572977.8318808712,0.10146053871809745,0.0019541247020998685,1.0472493171691895,0.00044382954365573823,[117.45383523],-160.33770751953125,126.21963500976562,-35.58781051635742,22.1480712890625,-32.47860336303711,10.852293968200684,-23.352331161499023,0.49843356013298035,-11.793437004089355,1.2072550058364868,-13.088418006896973,-2.8138670921325684,-6.933384418487549,-7.552725315093994,-9.164666175842285,-4.520575523376465,-5.454033851623535,-0.9168736934661865,-4.404826641082764,-11.70323371887207,5195.2919921875,853.7847900390625,333.79296875,193.45611572265625,336.2768249511719,134.83157348632812,93.25709533691406,124.67212677001953,130.0733642578125,99.67559814453125,80.25407409667969,86.43061828613281,89.5554428100586,70.9433364868164,75.79340362548828,86.09923553466797,75.26970672607422,53.61391830444336,62.910804748535156,55.195159912109375,blues
0.003060848219320178,4.2015675717266276e-05,0.3024562895298004,0.08753237873315811,1831.993939606849,1030482.3696398635,1729.6532869429993,201910.50863315476,3481.5175917198376,3274439.958151877,0.09404153373936582,0.006233195614802252,1.1862057447433472,0.0023398117627948523,[117.45383523],-177.7742462158203,118.20548248291016,-17.565879821777344,30.762401580810547,-21.747838973999023,11.920994758605957,-20.730993270874023,3.186577796936035,-8.586038589477539,-0.9328520894050598,-11.77243423461914,-2.405832290649414,-9.34366512298584,-9.936209678649902,-3.9039947986602783,-5.576590061187744,-1.8382631540298462,-2.783799409866333,-3.0479090213775635,-8.109991073608398,7307.4169921875,3195.212890625,654.3738403320312,485.74652099609375,433.4100036621094,266.39154052734375,169.74172973632812,133.7368621826172,172.22938537597656,100.1260757446289,76.54653930664062,78.70781707763672,80.29009246826172,47.55204772949219,60.071102142333984,72.54923248291016,68.7020263671875,42.447452545166016,39.80878448486328,46.311004638671875,blues
0.0009689303115010262,8.22838228486944e-06,0.29132798314094543,0.09398133307695389,1459.366471695765,437859.3980511426,1389.0091311849505,185023.23954542502,2795.610963330191,1621442.0252432257,0.07305223740815932,0.0019091706678011008,1.3734103441238403,0.007650263607501984,[117.45383523],-190.0523681640625,130.28907775878906,-36.36953353881836,33.02903366088867,11.108781814575195,-0.6055834293365479,-20.871854782104492,0.2730247378349304,-6.486139297485352,-5.516767501831055,-7.839751720428467,-3.128592014312744,-6.596197128295898,-9.95037841796875,-6.535177230834961,-10.068052291870117,-10.913175582885742,-6.9713358879089355,-3.436504602432251,-6.483465671539307,9656.53515625,1932.795654296875,1307.4881591796875,480.3520812988281,1083.6485595703125,280.77813720703125,152.26304626464844,102.91593933105469,130.9452362060547,153.45065307617188,87.44083404541016,64.22565460205078,79.1259765625,63.19026565551758,86.37913513183594,83.24824523925781,56.90215301513672,38.23180389404297,48.235740661621094,70.17036437988281,blues
0.001436207676306367,1.033114403981017e-05,0.3079547882080078,0.09290287643671036,1451.6670658428172,449568.16245441465,1577.2709414206151,168211.93880423513,2954.836759987674,1629129.9716715873,0.061442246108855375,0.0018488162723341102,1.2400085926055908,0.0054473876953125,[117.45383523],-179.34713745117188,136.46900939941406,-26.673137664794922,39.984249114990234,5.304416179656982,10.928611755371094,-20.56482696533203,8.511157035827637,-11.35724925994873,-3.46834659576416,-8.419937133789062,-6.949715614318848,-3.5391387939453125,-8.041617393493652,-8.960674285888672,-8.4260835647583,-10.56893539428711,-10.784514427185059,-4.690677165985107,-8.630722045898438,6573.921875,1479.2493896484375,591.6319580078125,352.5465087890625,650.2316284179688,136.30413818359375,163.77182006835938,151.29498291015625,171.9431610107422,178.18505859375,147.5078582763672,83.71829986572266,93.32140350341797,57.49008560180664,82.21691131591797,70.43843841552734,52.09089279174805,60.46133041381836,65.54751586914062,56.40143585205078,blues
0.0025944572407752275,9.27043492993107e-06,0.40887922048568726,0.0865124762058258,1719.3689480431462,163282.8454389628,2031.740381002539,105542.71819310606,3782.316288428074,1262916.988721475,0.06402488761600927,0.0007314817438538322,1.2576056718826294,0.0004010720585938543,[117.45383523],-121.36394500732422,122.50666809082031,-14.73819637298584,46.131065368652344,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999984741211,-6.7183661460876465,6.992542266845703,-12.730595588684082,5.061324596405029,-5.1832146644592285,-1.4525597095489502,-7.0418243408203125,2.6952481269836426,3.4123053550720215,-2.7156927585601807,2622.19482421875,414.5058898925781,341.2171325683594,193.6212921142578,177.1640167236328,107.01757049560547,57.664520263671875,77.06928253173828,42.604530334472656,58.66767120361328,48.94551086425781,56.430885314941406,61.984580993652344,50.532127380371094,32.96713638305664,50.56375503540039,28.894933700561523,36.88956832885742,33.69860076904297,36.41843032836914,blues
0.00270827510394156,1.0316789484932087e-05,0.27395039796829224,0.09231596440076828,1817.15086312572,298236.14122231567,1973.7733063015248,114070.11259083771,3943.490565182715,1367638.2345263455,0.07917482356921887,0.0013776590528174816,0.7971587777137756,0.0004388487432152033,[117.45383523],-213.239990234375,115.16560363769531,-11.69343090057373,39.01427459716797,-20.341278076171875,13.077605247497559,-9.173518180847168,9.011446952819824,-14.10063362121582,4.265941619873047,-6.046167850494385,3.7822070121765137,0.22179940342903137,-5.109399318695068,-0.4102303683757782,-1.1799207925796509,-1.916804313659668,-2.2926604747772217,2.881967067718506,-4.235203742980957,6133.7216796875,798.2786865234375,668.961669921875,350.7084655761719,531.9755249023438,278.8181457519531,126.72614288330078,68.01216888427734,110.07487487792969,92.6454086303711,84.93377685546875,104.44965362548828,76.33885955810547,85.3902587890625,103.9884262084961,59.31460189819336,58.41843795776367,83.20523071289062,77.08222198486328,91.46879577636719,blues
