spectral_flatness_mean,spectral_flatness_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,root_mean_square_mean,root_mean_square_var,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,mfcc14_var,mfcc15_var,mfcc16_var,mfcc17_var,mfcc18_varn,mfcc19_var,mfcc20_var,genres
0.009681195951998234,9.388162288814783e-05,0.4585289096653088,0.07467034932860911,2223.937480185976,292577.65873972344,2287.733702241294,52772.34555416123,4917.43917443083,927302.4785379773,0.11002037715100542,0.0024382915333306453,1.9446364641189575,0.000563081877771765,-61.66534810944345,103.57051583255652,-16.91937455367796,49.251158602072316,-14.821530463628362,31.69523817023225,-17.215969123200743,24.62058464307503,-14.488049823636528,18.022090270961602,-11.675249310432397,11.47342471005744,-9.827124530222816,8.855285439179875,-8.567538903145614,4.410293712298372,-8.277467693548425,1.5914094523745541,-7.033373777932728,-0.8227434880428488,1825.7183609947328,352.5599648936131,179.1552931435548,118.78482702792138,65.25935303435176,69.63223332973257,66.98539199055573,43.29493316745687,55.06371612957349,68.1508720730445,38.50589370700061,46.46345091016342,40.04255083565314,31.283390639711843,30.397687831506552,30.81569203742451,30.00255070367886,49.30998737990973,32.456983557429965,37.81528233251809,rock
0.012432750314474106,9.774968202691525e-05,0.41503528951962537,0.07983721075430446,2510.230989913879,144279.89528824322,2115.3185409630846,54378.32223886703,4735.3645342408645,703736.1838249585,0.15782813406322505,0.0019227859858536396,1.9851503372192383,0.0028272687923163176,-47.01443308902638,95.76659566228959,-43.91996147720729,52.068376324074414,-22.546332729422627,20.8655914560764,-18.66467393525995,19.256175704137046,-21.242741826977955,21.884289777411304,-19.212248767937233,9.447266632151662,-12.588510831909966,3.8864371069140407,-8.493315753470862,6.26939706595508,-9.121825963059985,2.688479120503217,-2.4443294895594008,-1.883713817660165,572.8519372976798,261.4342695588283,252.24460201159417,269.40097961061014,124.46820653747955,86.46563767549432,73.59382221685412,49.20275778806995,50.14756502267324,84.98393211106979,35.96036816410067,47.4090048606764,83.99337102875673,36.82357764885069,41.24195299383298,32.64447862496399,35.77620685900479,30.237340179646374,28.228125897413605,24.2377604551866,rock
0.0025908274110406637,1.4649976037617307e-05,0.35840133603914137,0.08588408772337187,1609.7950823242543,422203.21615155466,1797.2130440532273,120115.6329267657,3246.9089304488107,1753475.9762150438,0.07630480230085074,0.0021712966553924305,0.5359249114990234,0.00017945654690265656,-235.1619960553935,123.87009998374666,-22.53839500143646,52.93974542960942,-1.4446703223811597,24.64105722054696,-7.073817797999188,14.880081887442886,-12.76997863723341,16.712587026374578,-2.936966948396649,10.076436049210757,-15.024692422763092,3.1169324986165856,-7.123283553720724,1.7941042407316203,-7.069775858327245,0.028345825315692855,-2.025782807271291,1.155238726168867,7712.194511540222,798.6652703120455,518.7086419351491,228.19042421293767,182.3434819797595,126.90229852704677,119.12955146026586,93.61811832387254,79.73166712483643,76.23312180627535,79.30736231100364,45.758390780807744,42.93805574136497,67.35796783235887,58.05641226064902,59.167757512540376,73.76040638301608,76.50432937963409,72.18932912533201,49.66250937848053,rock
0.036810360848903656,0.0013909387635067105,0.4183725550183276,0.08246080550285442,2445.028012751343,372022.96633645805,2434.018848357299,110156.1268721428,5173.47278993257,1219853.9480068688,0.11150145917923433,0.0022686079244187383,2.0244081020355225,0.00041166480514220893,-42.36762723436586,85.04696268866205,-7.381762414658567,40.71787595622699,-1.0101427473459608,18.923517331120053,-3.541921042660043,5.8733176277492465,-5.019627740433556,4.245726324258056,-3.1763564429870126,-0.5796384774579649,-0.5282158980695133,2.3447688485109928,-0.3677546871828336,-4.109806362601443,-3.857911122295604,-3.911565101867166,-5.783243002497549,-4.332928676739377,1375.4766512907167,534.1575027732497,308.93306274283987,121.76190009357077,75.5469848920903,83.72752913396894,56.07529595774797,40.519457523971965,42.056964741262895,46.84577485527005,43.58023263959307,44.543449689104555,42.516994818081706,33.377804979184795,29.07219748027609,33.21222134634665,29.987267056719183,25.361653211182958,30.572431890140304,29.432146116627994,rock
0.0076629347167909145,6.856188701931387e-05,0.3929155187010074,0.07987736859645982,2158.206042091368,249373.3379476394,2060.799798330065,61939.04445677408,4245.91299530525,924955.3450406208,0.121568436412413,0.00287810113160439,1.9724655151367188,0.002073544543236494,-55.29413710850179,114.41451259777995,-34.02534458068633,37.986053940493576,-22.318174781887972,18.52752224487683,-18.148192902021556,13.8064357702809,-27.795073078611498,18.157400442225576,-14.619771214595781,6.5450593786621845,-8.257501107675756,-2.2586510715693335,-11.59811899179902,2.4918123179219642,-10.93432296272651,0.707046271080094,-0.676343864249895,-0.06602678035491708,1246.630667655614,420.54261597358897,273.56979213008844,158.33787483270524,185.12250665445558,113.34381718696966,109.33543810499606,59.23560739976192,99.12264797832236,69.32850563485793,48.9866045756651,57.47389806113562,49.46608591807628,51.179097806789585,37.258245024736695,40.07913916388213,43.736408021583884,45.8329938821233,39.17160393538767,44.90389289164758,rock
0.02108490839600563,0.00022262860147748142,0.382653663410698,0.08604935627683516,2975.8049828513485,296286.63794984866,2423.2738978652515,51022.931499975224,5926.577001160093,675970.5092181523,0.1837123271945089,0.004122790078151783,1.346567153930664,0.0015593928983435035,-95.40745549394084,78.32220301441963,-26.20814610953714,44.233752818849474,-22.45699567169662,29.738497068219402,-21.565364483682373,23.94361919060175,-16.56526756215593,20.46426201830974,-19.62213642481104,13.875712696233695,-12.617700011597718,6.239652222847436,-7.657078878461851,7.398812018246321,-9.407916723190793,9.644919381255136,-3.7741215124419516,1.0628564103986906,2349.757621982885,297.48013790960925,290.7092406170524,115.15889538954781,128.38494990351134,85.23153981427376,91.55340135279346,65.28192116038801,48.40433138120299,47.25473837626653,70.37033046734702,55.52207771274335,63.51667356392407,62.110460829464074,49.08301665436159,53.56294411433319,65.6115733844071,91.45541287677626,62.42344387707785,78.15116655062876,rock
0.014356039464473724,0.00020466568821575493,0.35667779038026115,0.08906130831019321,2581.468840079423,418355.48651954706,2376.1761138607603,64812.255936439324,5390.270344674449,1148642.8565429193,0.1392005631283836,0.0041446697122625295,1.3222275972366333,0.00039532952359877527,-94.2382840264715,91.88724808143039,-17.597839832584977,45.5284371822049,-15.696354349054781,32.63811191126028,-18.00921309163351,21.57048463853637,-15.722557295167519,16.803906870480837,-18.289549030448413,13.33776558139611,-15.457867629110174,5.199561781591239,-11.220283201244293,6.204747161226195,-7.9541222782254355,7.709859302256068,-4.602059652613042,0.5332214837227519,1766.543907309181,459.8783864033261,270.50111685148204,90.11621841362768,158.4641100203084,58.64620751162805,84.17048818265911,55.827469794601775,63.27679587008313,46.168998540361564,50.02687969678382,51.87024704233494,56.04251267909685,46.07114966848315,47.80676487140069,40.942013005411205,50.20386369984945,82.02970322155261,78.94670419354783,49.348971766400304,rock
0.010476191528141499,0.0002652664843481034,0.3979596534855064,0.08063137080412669,2188.143059972821,319759.86203519604,2120.361766639533,88640.3760172365,4432.584050083382,1390751.6655802652,0.11753303545533643,0.0025779670821172054,1.9945100545883179,0.0010489604901522398,-56.91801982620206,115.20155560484635,-30.428830365388645,37.18560984486917,-21.97966452097415,21.861988528315035,-19.756681215126722,14.988836233571176,-24.083415889672683,17.775674929097047,-17.28060254332921,6.736527555275261,-10.735278838746735,0.810979827071192,-10.16584353616382,3.6863261488254944,-8.550499556457574,-0.9122322545090277,-2.524774272747469,-1.965961939034964,2019.2185518189697,501.5486739275181,311.9383551698735,116.41584544923332,142.1496810403452,106.54117317527417,65.40205480888439,52.02677051426427,74.52012064083934,64.65989706574243,53.93039360774171,42.88388554393064,50.428787612637244,30.601633655575363,33.66423431520381,32.864529776215,35.635329877075236,44.65134448938233,31.080164940338193,35.428472974866686,rock
0.006927328184247017,4.845612056669779e-05,0.3743366142380611,0.08474315467321898,2181.21508104674,155621.4773424619,2181.0186798110285,75741.39706874976,4689.616886147767,981277.3520807722,0.10636978562451663,0.0014719640506469644,1.192874789237976,0.0006437503616325557,-118.7701339589287,104.44130313225826,-29.19000459314345,42.11074601021109,-13.301788232668446,29.067655543757716,-20.871040946810506,21.60806383623479,-24.334910274816956,10.7311563978925,-15.10288277625134,5.936597142503823,-11.795083819172481,-0.9125737586027362,-11.019351979283348,-0.1989445388527443,-6.908480194377741,-1.298222849236849,-6.322543459272005,-2.7033539579873986,3021.9533920415,304.5416837174053,412.84770507084636,123.38639533637142,155.398590395738,122.8984389218777,81.34167513302778,48.81156872467493,66.46881568408983,60.84842496062095,54.97959076550089,47.04737681504992,43.48566257152872,41.68980444370659,60.861501417057774,43.304668783042594,40.48465027016921,47.75864481839875,33.174698656769195,33.2078323970299,rock
0.038179270923137665,0.0017375946044921875,0.39034739187509315,0.08513967377911433,2944.36059987096,724055.6253365554,2831.211162656776,108819.55032350181,6333.376345888921,1186515.5704351973,0.11491716212296983,0.0036779132800871858,1.0628207921981812,0.0002797480847220868,-131.39101708788766,67.75203985546526,32.89180879155855,34.58958070876041,-3.290926282284683,21.88511072600363,-5.8118963261217464,10.232671749992218,-7.052405723773216,2.29460896204958,-4.372934517651483,-3.315171656795662,-6.2801309028740375,-0.2230029288363955,-1.958185910481028,-1.9033369211335256,-0.8857059047443967,0.9506200130329052,-1.5463097641735557,-1.1734921042085498,2445.82009869931,837.5013170851274,808.4853498012747,345.9405993558446,127.67819915542492,188.88037155438275,107.41681646095455,68.23599745486382,70.10261077667934,79.10075813970553,50.892481196889484,46.56216760869478,45.70145061458997,38.375526436445014,41.94252967307051,34.87420013999019,30.673728577631582,28.92307759709773,33.3640137449002,34.7640749181199,rock
